Demonstrator:,LeCheylas
Site Owner:,EDF
Sensor type:,AcousticEmission
Measurement units:,multiple
Sensor location:,MIV S6
Orientation:,NA
Sensor installed by:,NORCE
Sensor installed on:,01.01.2026
Sensor scaling factor:,NA
Pre-processing performed:,Calculated
Sensor precision:,16 bit
Sensor sampling rate:,=1/1000000
Sensor range:,15kHz-70kHz

Arrival time,Amplitude,Counts,Duration,Energy,Rise counts,Rise Time,RMS(mV),ASL(dB),External Parametrics1,External Parametrics2,External Parametrics3,External Parametrics4,External Parametrics5,Frequency Centroid(kHz),Peak Frequency(kHz),Partial Power1(%),Partial Power2(%),Partial Power3(%),Partial Power4(%),Partial Power5(%),AverageFreq,EchoFreq,InitFreq
23:11:29:36:703 249400,32.7,2144,12000.0,0.0,37,240.0,0.012,18.8,4294967292.0,5.0,4294967268.0,4294967275.0,0.0,756.8,288.1,46.0,5.0,14.0,8.0,5.0,178.7,179.2,154.2
23:11:29:36:715 249400,33.4,2078,12000.0,0.0,1386,8059.0,0.012,19.3,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,786.1,273.4,40.0,8.0,15.0,9.0,5.0,173.2,175.6,172.0
23:11:29:36:727 249400,34.0,2153,12000.0,0.0,1868,10404.0,0.012,18.9,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,854.5,415.0,33.0,10.0,16.0,11.0,5.0,179.4,178.6,179.5
23:11:29:36:739 249400,34.0,2104,12000.0,0.0,807,4549.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,761.7,283.2,46.0,7.0,14.0,7.0,5.0,175.3,174.1,177.4
23:11:29:36:751 249400,32.7,2061,12000.0,0.0,748,4275.0,0.012,19.2,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,673.8,278.3,53.0,8.0,10.0,7.0,4.0,171.8,170.0,175.0
23:11:29:36:763 249400,33.4,1997,12000.0,0.0,395,2413.0,0.012,19.2,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,727.5,283.2,47.0,8.0,14.0,6.0,7.0,166.4,167.1,163.7
23:11:29:36:775 249400,34.0,2106,12000.0,0.0,689,4013.0,0.012,19.1,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,673.8,278.3,55.0,6.0,12.0,6.0,3.0,175.5,177.4,171.7
23:11:29:36:787 249400,33.4,2170,12000.0,0.0,1754,9756.0,0.012,18.9,4294967293.0,7.0,4294967266.0,4294967275.0,0.0,810.5,278.3,41.0,8.0,14.0,8.0,5.0,180.8,185.4,179.8
23:11:29:36:799 249400,33.4,1997,12000.0,0.0,851,5139.0,0.012,19.3,4294967292.0,6.0,4294967267.0,4294967275.0,0.0,761.7,273.4,42.0,9.0,14.0,8.0,5.0,166.4,167.0,165.6
23:11:29:36:811 249400,33.4,2086,12000.0,0.0,90,531.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,756.8,278.3,45.0,8.0,13.0,9.0,6.0,173.8,174.0,169.5
23:11:29:36:823 249400,34.0,2114,12000.0,0.0,1078,5994.0,0.012,19.0,4294967292.0,6.0,4294967268.0,4294967275.0,0.0,791.0,278.3,40.0,8.0,16.0,8.0,8.0,176.2,172.5,179.8
23:11:29:36:835 249400,34.0,2106,12000.0,0.0,1891,10749.0,0.012,19.0,4294967292.0,5.0,4294967267.0,4294967273.0,0.0,839.8,273.4,35.0,11.0,14.0,10.0,6.0,175.5,171.9,175.9
23:11:29:36:847 249400,33.4,2122,12000.0,0.0,1320,7336.0,0.012,18.9,4294967293.0,5.0,4294967268.0,4294967273.0,0.0,844.7,288.1,35.0,10.0,15.0,7.0,7.0,176.8,172.0,179.9
23:11:29:36:859 249400,33.4,2029,12000.0,0.0,136,863.0,0.012,19.2,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,683.6,273.4,56.0,5.0,12.0,5.0,4.0,169.1,170.0,157.6
23:11:29:36:871 249400,33.4,2109,12000.0,0.0,886,4944.0,0.012,19.0,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,835.0,278.3,35.0,14.0,14.0,11.0,5.0,175.8,173.3,179.2
23:11:29:36:883 249400,34.0,2074,12000.0,0.0,1504,8716.0,0.012,19.3,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,737.3,278.3,48.0,8.0,15.0,9.0,5.0,172.8,173.6,172.6
23:11:29:36:895 249400,34.0,2102,12000.0,0.0,911,5096.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967273.0,0.0,805.7,307.6,41.0,8.0,12.0,10.0,5.0,175.2,172.5,178.8
23:11:29:36:907 249400,33.4,2047,12000.0,0.0,6,41.0,0.012,19.3,4294967292.0,5.0,4294967267.0,4294967274.0,0.0,752.0,273.4,46.0,8.0,12.0,8.0,5.0,170.6,170.7,146.3
23:11:29:36:919 249400,33.4,2155,12000.0,0.0,828,4507.0,0.012,18.8,4294967292.0,5.0,4294967267.0,4294967274.0,0.0,795.9,424.8,41.0,7.0,17.0,8.0,7.0,179.6,177.1,183.7
23:11:29:36:931 249400,34.0,2102,12000.0,0.0,945,5483.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,693.4,278.3,51.0,7.0,12.0,8.0,4.0,175.2,177.5,172.4
23:11:29:36:943 249400,33.4,2110,12000.0,0.0,1852,10461.0,0.012,18.9,4294967292.0,5.0,4294967267.0,4294967275.0,0.0,747.1,278.3,45.0,5.0,14.0,7.0,7.0,175.8,167.6,177.0
23:11:29:36:955 249400,32.7,2120,12000.0,0.0,178,1033.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,795.9,278.3,43.0,9.0,12.0,8.0,5.0,176.7,177.1,172.3
23:11:29:36:967 249400,33.4,2108,12000.0,0.0,172,1030.0,0.012,19.1,4294967294.0,6.0,4294967268.0,4294967274.0,0.0,756.8,288.1,45.0,8.0,11.0,10.0,5.0,175.7,176.5,167.0
23:11:29:36:979 249400,35.1,2104,12000.0,0.0,18,102.0,0.012,19.0,4294967292.0,6.0,4294967268.0,4294967273.0,0.0,747.1,278.3,44.0,7.0,15.0,8.0,5.0,175.3,175.3,176.5
23:11:29:36:991 249400,33.4,2173,12000.0,0.0,703,4025.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,761.7,424.8,44.0,7.0,14.0,8.0,4.0,181.1,184.3,174.7
23:11:29:37:003 249300,33.4,2034,12000.0,0.0,7,45.0,0.012,19.2,4294967292.0,6.0,4294967268.0,4294967275.0,0.0,722.7,278.3,50.0,6.0,13.0,5.0,5.0,169.5,169.6,155.6
23:11:29:37:015 249300,33.4,2072,12000.0,0.0,303,1794.0,0.012,19.1,4294967292.0,5.0,4294967267.0,4294967275.0,0.0,727.5,302.7,42.0,13.0,12.0,9.0,5.0,172.7,173.3,168.9
23:11:29:37:027 249300,34.0,2049,12000.0,0.0,1378,7995.0,0.012,19.3,4294967292.0,5.0,4294967267.0,4294967274.0,0.0,771.5,278.3,44.0,7.0,15.0,7.0,5.0,170.8,167.5,172.4
23:11:29:37:039 249300,32.7,2069,12000.0,0.0,35,204.0,0.012,19.1,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,752.0,288.1,43.0,9.0,14.0,7.0,5.0,172.4,172.4,171.6
23:11:29:37:051 249300,34.5,2104,12000.0,0.0,344,1931.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,732.4,278.3,50.0,6.0,16.0,6.0,5.0,175.3,174.8,178.1
23:11:29:37:063 249300,34.0,2096,12000.0,0.0,265,1512.0,0.012,19.0,4294967292.0,7.0,4294967268.0,4294967274.0,0.0,742.2,278.3,44.0,9.0,12.0,8.0,4.0,174.7,174.6,175.3
23:11:29:37:075 249300,33.4,2052,12000.0,0.0,1735,10150.0,0.012,19.1,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,752.0,307.6,44.0,9.0,12.0,10.0,4.0,171.0,171.4,170.9
23:11:29:37:087 249300,34.0,2151,12000.0,0.0,2083,11675.0,0.012,18.8,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,805.7,302.7,41.0,8.0,14.0,8.0,5.0,179.3,209.2,178.4
23:11:29:37:099 249300,34.0,2088,12000.0,0.0,834,4753.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,717.8,278.3,44.0,8.0,13.0,9.0,4.0,174.0,173.0,175.5
23:11:29:37:111 249300,34.0,2055,12000.0,0.0,1667,9722.0,0.012,19.0,4294967292.0,7.0,4294967268.0,4294967275.0,0.0,771.5,278.3,45.0,8.0,13.0,9.0,6.0,171.3,170.3,171.5
23:11:29:37:123 249300,34.5,2133,12000.0,0.0,1428,8152.0,0.012,18.8,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,786.1,429.7,44.0,7.0,13.0,10.0,4.0,177.8,183.2,175.2
23:11:29:37:135 249300,33.4,2108,12000.0,0.0,19,130.0,0.012,19.0,4294967292.0,6.0,4294967267.0,4294967273.0,0.0,766.6,278.3,43.0,10.0,12.0,12.0,4.0,175.7,176.0,146.2
23:11:29:37:147 249300,34.0,2134,12000.0,0.0,1332,7335.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,722.7,283.2,48.0,7.0,14.0,6.0,5.0,177.8,171.9,181.6
23:11:29:37:159 249300,33.4,2061,12000.0,0.0,257,1480.0,0.012,19.2,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,844.7,278.3,37.0,10.0,12.0,10.0,6.0,171.8,171.5,173.6
23:11:29:37:171 249300,33.4,2168,12000.0,0.0,1076,5797.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,795.9,439.5,37.0,7.0,16.0,10.0,6.0,180.7,176.0,185.6
23:11:29:37:183 249300,33.4,2042,12000.0,0.0,562,3097.0,0.012,19.2,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,854.5,419.9,33.0,10.0,20.0,7.0,7.0,170.2,166.2,181.5
23:11:29:37:195 249300,34.5,2101,12000.0,0.0,1697,9660.0,0.012,19.2,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,722.7,278.3,46.0,8.0,12.0,8.0,4.0,175.1,172.6,175.7
23:11:29:37:207 249300,34.0,2102,12000.0,0.0,1407,8063.0,0.012,19.1,4294967292.0,5.0,4294967268.0,4294967273.0,0.0,795.9,0.0,37.0,10.0,14.0,11.0,4.0,175.2,176.5,174.5
23:11:29:37:219 249300,34.0,2118,12000.0,0.0,1609,9065.0,0.012,19.1,4294967292.0,5.0,4294967268.0,4294967274.0,0.0,766.6,278.3,44.0,7.0,15.0,8.0,5.0,176.5,173.4,177.5
23:11:29:37:231 249300,33.4,2100,12000.0,0.0,513,3019.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,761.7,307.6,42.0,8.0,14.0,8.0,5.0,175.0,176.7,169.9
23:11:29:37:243 249300,33.4,2128,12000.0,0.0,1747,9847.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,810.5,278.3,38.0,9.0,16.0,11.0,5.0,177.3,177.0,177.4
23:11:29:37:255 249300,34.0,2075,12000.0,0.0,317,1775.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967273.0,0.0,810.5,288.1,40.0,8.0,15.0,8.0,5.0,172.9,171.9,178.6
23:11:29:37:267 249300,34.0,2124,12000.0,0.0,2095,11801.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,830.1,463.9,36.0,8.0,16.0,9.0,5.0,177.0,145.7,177.5
23:11:29:37:279 249300,33.4,2093,12000.0,0.0,105,606.0,0.012,19.1,4294967292.0,5.0,4294967267.0,4294967275.0,0.0,771.5,278.3,42.0,10.0,14.0,12.0,4.0,174.4,174.5,173.3
23:11:29:37:291 249300,33.4,2078,12000.0,0.0,699,4066.0,0.012,19.0,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,727.5,278.3,42.0,11.0,12.0,9.0,5.0,173.2,173.8,171.9
23:11:29:37:303 249300,35.1,2067,12000.0,0.0,1830,10567.0,0.012,19.1,4294967292.0,5.0,4294967267.0,4294967274.0,0.0,732.4,278.3,44.0,8.0,13.0,7.0,5.0,172.3,165.4,173.2
23:11:29:37:315 249300,33.4,2090,12000.0,0.0,1226,7089.0,0.012,19.0,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,708.0,278.3,52.0,6.0,11.0,7.0,5.0,174.2,175.9,172.9
23:11:29:37:327 249300,34.0,2104,12000.0,0.0,421,2431.0,0.012,19.0,4294967292.0,5.0,4294967267.0,4294967274.0,0.0,771.5,288.1,44.0,8.0,13.0,9.0,4.0,175.3,175.9,173.2
23:11:29:37:339 249300,34.0,2055,12000.0,0.0,720,4174.0,0.012,19.3,4294967293.0,6.0,4294967268.0,4294967273.0,0.0,781.3,283.2,46.0,9.0,11.0,9.0,4.0,171.3,170.6,172.5
23:11:29:37:351 249300,34.0,2080,12000.0,0.0,1814,10494.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,791.0,278.3,42.0,9.0,14.0,7.0,5.0,173.3,176.6,172.9
23:11:29:37:363 249300,34.0,2044,12000.0,0.0,613,3494.0,0.012,19.1,4294967293.0,5.0,4294967268.0,4294967275.0,0.0,771.5,283.2,38.0,11.0,14.0,10.0,6.0,170.3,168.2,175.4
23:11:29:37:375 249300,34.0,2087,12000.0,0.0,1397,8136.0,0.012,19.2,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,756.8,273.4,47.0,8.0,12.0,7.0,6.0,173.9,178.6,171.7
23:11:29:37:387 249300,33.4,2074,12000.0,0.0,629,3610.0,0.012,19.2,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,752.0,278.3,44.0,8.0,15.0,7.0,6.0,172.8,172.2,174.2
23:11:29:37:399 249300,34.0,2111,12000.0,0.0,1179,6586.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,810.5,283.2,36.0,8.0,14.0,10.0,5.0,175.9,172.1,179.0
23:11:29:37:411 249300,34.0,2074,12000.0,0.0,937,5297.0,0.012,19.1,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,776.4,278.3,42.0,8.0,16.0,7.0,5.0,172.8,169.6,176.9
23:11:29:37:423 249300,34.5,2119,12000.0,0.0,1622,9217.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,752.0,278.3,45.0,7.0,13.0,7.0,5.0,176.6,178.6,176.0
23:11:29:37:435 249300,33.4,2051,12000.0,0.0,1387,8063.0,0.012,19.2,4294967292.0,5.0,4294967267.0,4294967274.0,0.0,732.4,273.4,47.0,6.0,13.0,7.0,5.0,170.9,168.7,172.0
23:11:29:37:447 249300,34.5,2074,12000.0,0.0,1922,11104.0,0.012,19.2,4294967292.0,5.0,4294967268.0,4294967274.0,0.0,761.7,278.3,41.0,9.0,14.0,9.0,5.0,172.8,169.6,173.1
23:11:29:37:459 249300,34.0,2066,12000.0,0.0,958,5438.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,727.5,288.1,47.0,8.0,12.0,7.0,5.0,172.2,168.9,176.2
23:11:29:37:471 249300,34.0,2150,12000.0,0.0,754,4259.0,0.012,19.1,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,810.5,278.3,42.0,10.0,15.0,10.0,4.0,179.2,180.3,177.0
23:11:29:37:483 249300,33.4,2045,12000.0,0.0,5,41.0,0.012,19.2,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,786.1,312.5,40.0,13.0,10.0,11.0,5.0,170.4,170.6,122.0
23:11:29:37:495 249300,33.4,2102,12000.0,0.0,239,1339.0,0.012,19.2,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,810.5,429.7,37.0,9.0,13.0,12.0,6.0,175.2,174.7,178.5
23:11:29:37:507 249300,33.4,2052,12000.0,0.0,1207,6945.0,0.012,19.1,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,830.1,424.8,38.0,8.0,17.0,10.0,5.0,171.0,167.2,173.8
23:11:29:37:519 249300,33.4,2120,12000.0,0.0,1318,7604.0,0.012,18.8,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,678.7,283.2,52.0,7.0,12.0,6.0,4.0,176.7,182.4,173.3
23:11:29:37:531 249300,34.0,2081,12000.0,0.0,942,5434.0,0.012,19.1,4294967292.0,5.0,4294967267.0,4294967274.0,0.0,795.9,273.4,41.0,9.0,14.0,9.0,5.0,173.4,173.5,173.4
23:11:29:37:543 249300,34.0,2139,12000.0,0.0,144,816.0,0.012,19.0,4294967293.0,5.0,4294967266.0,4294967274.0,0.0,664.1,278.3,53.0,8.0,10.0,7.0,4.0,178.3,178.4,176.5
23:11:29:37:555 249300,34.5,2047,12000.0,0.0,393,2209.0,0.012,19.0,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,791.0,273.4,43.0,7.0,13.0,8.0,5.0,170.6,168.9,177.9
23:11:29:37:567 249300,33.4,2105,12000.0,0.0,1981,11277.0,0.012,19.0,4294967292.0,5.0,4294967268.0,4294967274.0,0.0,737.3,278.3,45.0,8.0,14.0,7.0,6.0,175.4,171.5,175.7
23:11:29:37:579 249300,33.4,2087,12000.0,0.0,359,1938.0,0.012,19.1,4294967292.0,5.0,4294967267.0,4294967274.0,0.0,825.2,429.7,39.0,10.0,14.0,7.0,5.0,173.9,171.7,185.2
23:11:29:37:591 249300,34.0,2041,12000.0,0.0,674,4149.0,0.012,19.3,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,742.2,302.7,48.0,6.0,14.0,7.0,6.0,170.1,174.1,162.4
23:11:29:37:603 249300,34.0,2058,12000.0,0.0,1151,6726.0,0.012,19.3,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,756.8,429.7,46.0,6.0,13.0,10.0,5.0,171.5,172.0,171.1
23:11:29:37:615 249300,33.4,2151,12000.0,0.0,544,3147.0,0.012,18.8,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,800.8,278.3,41.0,11.0,14.0,10.0,5.0,179.3,181.5,172.9
23:11:29:37:627 249300,35.1,2096,12000.0,0.0,1407,8029.0,0.012,19.1,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,761.7,278.3,44.0,8.0,12.0,8.0,7.0,174.7,173.5,175.2
23:11:29:37:639 249300,34.0,2108,12000.0,0.0,170,1010.0,0.012,18.8,4294967292.0,5.0,4294967268.0,4294967273.0,0.0,742.2,278.3,46.0,7.0,14.0,8.0,4.0,175.7,176.3,168.3
23:11:29:37:651 249300,33.4,2140,12000.0,0.0,1968,11067.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967273.0,0.0,805.7,278.3,37.0,8.0,17.0,8.0,6.0,178.3,184.4,177.8
23:11:29:37:663 249300,32.7,2098,12000.0,0.0,277,1586.0,0.012,18.9,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,752.0,293.0,43.0,7.0,16.0,8.0,5.0,174.8,174.9,174.7
23:11:29:37:675 249300,32.7,2093,12000.0,0.0,424,2381.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,815.4,459.0,40.0,9.0,15.0,9.0,6.0,174.4,173.5,178.1
23:11:29:37:687 249300,34.0,2083,12000.0,0.0,31,210.0,0.012,19.2,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,703.1,273.4,53.0,5.0,13.0,5.0,5.0,173.6,174.0,147.6
23:11:29:37:699 249300,34.0,2139,12000.0,0.0,494,2649.0,0.012,18.8,4294967292.0,4.0,4294967267.0,4294967274.0,0.0,835.0,424.8,35.0,9.0,18.0,10.0,5.0,178.3,175.9,186.5
23:11:29:37:711 249300,35.1,2078,12000.0,0.0,1293,7498.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,747.1,273.4,46.0,8.0,11.0,10.0,3.0,173.2,174.4,172.4
23:11:29:37:723 249300,33.4,2109,12000.0,0.0,1594,9226.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,737.3,278.3,47.0,8.0,11.0,8.0,5.0,175.8,185.7,172.8
23:11:29:37:735 249300,34.5,2104,12000.0,0.0,910,5174.0,0.012,19.0,4294967293.0,5.0,4294967267.0,4294967275.0,0.0,722.7,278.3,48.0,7.0,12.0,9.0,4.0,175.3,174.9,175.9
23:11:29:37:747 249300,32.7,2153,12000.0,0.0,106,586.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,786.1,429.7,42.0,7.0,16.0,7.0,7.0,179.4,179.3,180.9
23:11:29:37:759 249300,32.7,2080,12000.0,0.0,332,1936.0,0.012,19.1,4294967292.0,6.0,4294967268.0,4294967275.0,0.0,722.7,283.2,42.0,11.0,13.0,8.0,5.0,173.3,173.7,171.5
23:11:29:37:771 249300,34.0,2071,12000.0,0.0,1600,9262.0,0.012,19.0,4294967292.0,6.0,4294967267.0,4294967275.0,0.0,756.8,278.3,47.0,8.0,12.0,8.0,5.0,172.6,172.0,172.7
23:11:29:37:783 249300,34.0,2072,12000.0,0.0,975,5594.0,0.012,19.1,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,776.4,424.8,44.0,8.0,14.0,8.0,5.0,172.7,171.2,174.3
23:11:29:37:795 249300,34.0,2063,12000.0,0.0,731,4205.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,752.0,278.3,46.0,9.0,12.0,8.0,6.0,171.9,170.9,173.8
23:11:29:37:807 249300,33.4,2169,12000.0,0.0,1082,6098.0,0.012,18.8,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,712.9,278.3,50.0,9.0,11.0,8.0,4.0,180.8,184.2,177.4
23:11:29:37:819 249300,34.0,2077,12000.0,0.0,1925,11084.0,0.012,19.0,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,761.7,429.7,45.0,9.0,14.0,8.0,5.0,173.1,165.9,173.7
23:11:29:37:831 249300,34.0,2111,12000.0,0.0,1409,8138.0,0.012,18.8,4294967293.0,4.0,4294967268.0,4294967274.0,0.0,800.8,419.9,39.0,10.0,15.0,8.0,6.0,175.9,181.8,173.1
23:11:29:37:843 249300,34.0,2052,12000.0,0.0,655,3813.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,742.2,278.3,49.0,8.0,13.0,5.0,6.0,171.0,170.6,171.8
23:11:29:37:855 249300,34.0,2099,12000.0,0.0,916,5274.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,776.4,302.7,42.0,8.0,14.0,10.0,4.0,174.9,175.9,173.7
23:11:29:37:867 249300,34.0,2076,12000.0,0.0,938,5256.0,0.012,18.9,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,810.5,278.3,40.0,10.0,14.0,8.0,5.0,173.0,168.7,178.5
23:11:29:37:879 249300,34.0,2098,12000.0,0.0,1057,6001.0,0.012,19.1,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,810.5,273.4,35.0,10.0,16.0,10.0,6.0,174.8,173.5,176.1
23:11:29:37:891 249300,33.4,2151,12000.0,0.0,591,3298.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,810.5,278.3,39.0,8.0,14.0,8.0,6.0,179.3,179.3,179.2
23:11:29:37:903 249300,33.4,2050,12000.0,0.0,1475,8696.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,766.6,293.0,44.0,8.0,14.0,10.0,4.0,170.8,174.0,169.6
23:11:29:37:915 249300,33.4,2078,12000.0,0.0,1235,7202.0,0.012,19.1,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,791.0,302.7,41.0,11.0,13.0,10.0,5.0,173.2,175.7,171.5
23:11:29:37:927 249300,33.4,2092,12000.0,0.0,1617,9358.0,0.012,19.1,4294967293.0,7.0,4294967268.0,4294967273.0,0.0,693.4,278.3,51.0,7.0,9.0,11.0,3.0,174.3,179.8,172.8
23:11:29:37:939 249300,32.7,2097,12000.0,0.0,382,1989.0,0.012,19.1,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,805.7,307.6,39.0,8.0,14.0,9.0,5.0,174.8,171.3,192.1
23:11:29:37:951 249300,36.0,2071,12000.0,0.0,1032,6109.0,0.012,19.2,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,791.0,268.6,38.0,8.0,15.0,8.0,5.0,172.6,176.4,168.9
23:11:29:37:963 249300,34.0,2076,12000.0,0.0,468,2658.0,0.012,19.2,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,722.7,302.7,47.0,7.0,15.0,6.0,5.0,173.0,172.1,176.1
23:11:29:37:975 249300,34.5,2116,12000.0,0.0,300,1614.0,0.012,19.0,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,776.4,278.3,44.0,8.0,13.0,8.0,5.0,176.3,174.9,185.9
23:11:29:37:987 249300,33.4,2058,12000.0,0.0,2032,11780.0,0.012,19.2,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,761.7,278.3,40.0,11.0,11.0,10.0,4.0,171.5,118.2,172.5
23:11:29:37:999 249300,33.4,2122,12000.0,0.0,1319,7614.0,0.012,19.0,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,781.3,283.2,42.0,8.0,13.0,8.0,5.0,176.8,183.1,173.2
23:11:29:38:011 249200,33.4,2156,12000.0,0.0,1443,8258.0,0.012,19.0,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,791.0,278.3,39.0,9.0,15.0,10.0,7.0,179.7,190.5,174.7
23:11:29:38:023 249200,34.0,2110,12000.0,0.0,38,201.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,722.7,283.2,49.0,8.0,13.0,8.0,4.0,175.8,175.6,189.1
23:11:29:38:035 249200,34.0,2074,12000.0,0.0,354,1963.0,0.012,19.0,4294967292.0,5.0,4294967267.0,4294967273.0,0.0,771.5,273.4,39.0,8.0,14.0,9.0,5.0,172.8,171.4,180.3
23:11:29:38:047 249200,34.0,2001,12000.0,0.0,1048,6371.0,0.012,19.2,4294967292.0,5.0,4294967267.0,4294967274.0,0.0,747.1,463.9,45.0,7.0,14.0,8.0,5.0,166.8,169.3,164.5
23:11:29:38:059 249200,34.0,2096,12000.0,0.0,31,170.0,0.012,19.2,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,747.1,273.4,44.0,12.0,10.0,10.0,3.0,174.7,174.6,182.4
23:11:29:38:071 249200,34.0,2128,12000.0,0.0,103,638.0,0.012,19.1,4294967292.0,6.0,4294967268.0,4294967275.0,0.0,747.1,307.6,44.0,14.0,10.0,10.0,4.0,177.3,178.2,161.4
23:11:29:38:083 249200,33.4,2137,12000.0,0.0,928,5192.0,0.012,19.0,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,786.1,273.4,41.0,10.0,13.0,10.0,5.0,178.1,177.6,178.7
23:11:29:38:095 249200,33.4,2148,12000.0,0.0,536,2979.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,781.3,293.0,39.0,11.0,12.0,9.0,5.0,179.0,178.7,179.9
23:11:29:38:107 249200,34.0,2090,12000.0,0.0,715,4236.0,0.012,18.9,4294967294.0,6.0,4294967268.0,4294967274.0,0.0,727.5,278.3,50.0,5.0,14.0,5.0,6.0,174.2,177.1,168.8
23:11:29:38:119 249200,34.5,2086,12000.0,0.0,1361,7633.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967273.0,0.0,761.7,273.4,42.0,9.0,14.0,8.0,5.0,173.8,166.0,178.3
23:11:29:38:131 249200,34.0,2088,12000.0,0.0,1726,9817.0,0.012,19.0,4294967292.0,6.0,4294967267.0,4294967273.0,0.0,761.7,273.4,42.0,9.0,16.0,7.0,5.0,174.0,165.8,175.8
